"","Relevé","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","FAMILY","GENERA","EPITHET","SPECIES","IDENTIFICATION_CONFIDENCE","EPILIST","EPIPHYTE_FLORA","HEMIEPIPHYTE_FLORA","RUPICOLOUS_FLORA","TERRESTRIAL_FLORA","UNKNOWN_FLORA","NATURALNESS","INCLUSION.REQUIREMENTS","NUMBER_INDIVIDUALS","FREQUENCY","BIOMASS","SCORE","LONGITUDE","LATITUDE","PRECISION","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION","PHYLUM"
"58",58,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","","Epiphyte",1,0,1,0,0,"Natural","",2,NA,NA,"",-39.77472222,-12.92277778,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"59",59,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Orchidaceae","Vanilla","palmarum","Vanilla palmarum","","Epiphyte",0,1,0,0,0,"Natural","",15,NA,NA,"",-39.77472222,-12.92277778,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"60",60,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","","Epiphyte",1,0,1,1,0,"Natural","",37,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"61",61,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Billbergia","porteana","Billbergia porteana","","Epiphyte",1,0,1,0,0,"Natural","",6,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"62",62,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Orchidaceae","Catasetum","luridum","Catasetum luridum","cf.","Epiphyte",1,0,0,0,0,"Natural","",14,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"63",63,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Orchidaceae","Cyrtopodium","saintlegerianum","Cyrtopodium saintlegerianum","","Missing",1,0,0,0,0,"Natural","",3,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"64",64,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Moraceae","Ficus","calyptroceras","Ficus calyptroceras","","Hemiepiphyte",0,1,0,1,0,"Natural","",3,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"65",65,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Moraceae","Ficus","enormis","Ficus enormis","","Hemiepiphyte",0,1,0,0,0,"Natural","",3,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"66",66,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Hohenbergia","lanata","Hohenbergia lanata","","Epiphyte",0,0,0,1,0,"Natural","",18,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"67",67,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Lomariopsidaceae","Lomariopsis","marginata","Lomariopsis marginata","","Epiphyte",0,1,0,0,0,"Natural","",65,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"68",68,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",82,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"69",69,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Nephrolepidaceae","Nephrolepis","rivularis","Nephrolepis rivularis","","Epiphyte",1,0,0,1,0,"Natural","",1,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"70",70,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Pleopeltis","macrocarpa","Pleopeltis macrocarpa","","Epiphyte",1,0,1,1,0,"Natural","",3,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"71",71,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","","Epiphyte",1,0,0,0,0,"Natural","",1,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"72",72,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Serpocaulon","triseriale","Serpocaulon triseriale","","Epiphyte",0,0,1,1,0,"Natural","",2,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"73",73,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Serpocaulon","triseriale","Serpocaulon triseriale","","Epiphyte",0,0,1,1,0,"Natural","",2,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"74",74,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Solanaceae","Solanum",NA,"Solanum sp.2","morpho",NA,0,0,0,0,0,"Natural","",1,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"75",75,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","","Epiphyte",1,0,1,0,0,"Natural","",1,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"76",76,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Natural","",1,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"77",77,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Tillandsia","stricta","Tillandsia stricta","","Epiphyte",1,0,1,0,0,"Natural","",1,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"78",78,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Orchidaceae","Vanilla","palmarum","Vanilla palmarum","","Epiphyte",0,1,0,0,0,"Natural","",67,NA,NA,"",-39.77888889,-12.92333333,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"79",79,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Aechmea","aquilega","Aechmea aquilega","","Epiphyte",1,0,1,1,0,"Semi-natural","",2,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"80",80,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Aechmea","lingulata","Aechmea lingulata","","Epiphyte",1,0,1,1,0,"Semi-natural","",9,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"81",81,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Araceae","Anthurium",NA,"Anthurium sp.2","morpho",NA,0,0,0,0,0,"Semi-natural","",3,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"82",82,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Billbergia","porteana","Billbergia porteana","","Epiphyte",1,0,1,0,0,"Semi-natural","",12,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"83",83,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Orchidaceae","Cyrtopodium","saintlegerianum","Cyrtopodium saintlegerianum","","Missing",1,0,0,0,0,"Semi-natural","",5,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"84",84,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Moraceae","Ficus","calyptroceras","Ficus calyptroceras","","Hemiepiphyte",0,1,0,1,0,"Semi-natural","",2,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"85",85,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Moraceae","Ficus","enormis","Ficus enormis","","Hemiepiphyte",0,1,0,0,0,"Semi-natural","",1,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"86",86,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Hohenbergia","lanata","Hohenbergia lanata","","Epiphyte",0,0,0,1,0,"Semi-natural","",3,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"87",87,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Verbenaceae","Lippia",NA,"Lippia sp.","morpho",NA,0,0,0,0,0,"Semi-natural","",2,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"88",88,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Lomariopsidaceae","Lomariopsis","marginata","Lomariopsis marginata","","Epiphyte",0,1,0,0,0,"Semi-natural","",20,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"89",89,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Microgramma",NA,"Microgramma sp.2","morpho",NA,0,0,0,0,0,"Semi-natural","",5,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"90",90,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","cf.","Epiphyte",1,0,0,0,0,"Semi-natural","",1,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"91",91,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Semi-natural","",35,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"92",92,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Pleopeltis","macrocarpa","Pleopeltis macrocarpa","","Epiphyte",1,0,1,1,0,"Semi-natural","",5,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"93",93,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Serpocaulon","triseriale","Serpocaulon triseriale","","Epiphyte",0,0,1,1,0,"Semi-natural","",1,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"94",94,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Polypodiaceae","Serpocaulon","triseriale","Serpocaulon triseriale","","Epiphyte",0,0,1,1,0,"Semi-natural","",1,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Pteridophyte"
"95",95,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Solanaceae","Solanum",NA,"Solanum sp.1","morpho",NA,0,0,0,0,0,"Semi-natural","",1,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"96",96,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","","Epiphyte",1,0,1,0,0,"Semi-natural","",1,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"97",97,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Semi-natural","",2,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"98",98,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","","Epiphyte",1,0,1,0,0,"Semi-natural","",3,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"99",99,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","","Epiphyte",1,0,0,0,0,"Semi-natural","",2,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"100",100,"Vascular epiphytes on licuri palms (Syagrus coronata (Mart.) Becc.) in a toposequence: Caatinga conservation indicator species","Paper",2020,"All","Plot","Abundance","Orchidaceae","Vanilla","palmarum","Vanilla palmarum","","Epiphyte",0,1,0,0,0,"Semi-natural","",58,NA,NA,"",-39.77277778,-12.92472222,"Plot","Arecaceae","Syagrus","coronata",NA,NA,"","Caatinga","Brazil","Bahia interior forests","Angiospermae"
"101",101,"Flowering plants of Contendas do Sincorá National Forest (Caatinga, northeastern Brazil)","Paper",2017,"All","Transect","Presence","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","","Epiphyte",0,1,1,1,0,"Semi-natural","",NA,NA,NA,"",-41.05,-13.76666667,"Area","","","",NA,NA,"","Caatinga","Brazil","Caatinga","Angiospermae"
"102",102,"Flowering plants of Contendas do Sincorá National Forest (Caatinga, northeastern Brazil)","Paper",2017,"All","Transect","Presence","Bromeliaceae","Tillandsia","loliacea","Tillandsia loliacea","","Epiphyte",1,0,1,0,0,"Semi-natural","",NA,NA,NA,"",-41.05,-13.76666667,"Area","","","",NA,NA,"","Caatinga","Brazil","Caatinga","Angiospermae"
"103",103,"Flowering plants of Contendas do Sincorá National Forest (Caatinga, northeastern Brazil)","Paper",2017,"All","Transect","Presence","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Semi-natural","",NA,NA,NA,"",-41.05,-13.76666667,"Area","","","",NA,NA,"","Caatinga","Brazil","Caatinga","Angiospermae"
"104",104,"Flowering plants of Contendas do Sincorá National Forest (Caatinga, northeastern Brazil)","Paper",2017,"All","Transect","Presence","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","","Epiphyte",1,0,1,0,0,"Semi-natural","",NA,NA,NA,"",-41.05,-13.76666667,"Area","","","",NA,NA,"","Caatinga","Brazil","Caatinga","Angiospermae"
"105",105,"Levantamento florístico da família Orchidaceae em uma área de construção da APM – Manso, Chapada dos Guimarães, Mato Grosso","Paper",2000,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","nobilior","Cattleya nobilior","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-55.8,-14.866667,"","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
